id_unidad;blanco_y_nulo;FA;Otros;PLN;PLP;PNR;PSD;PUSC;votos;habilitados
00-1-17-01-1734;4;44;16;148;33;18;78;79;420;574
00-1-17-01-1735;2;0;6;4;0;3;11;3;29;47
00-1-17-02-1736;8;12;17;82;13;13;23;44;212;338
00-1-17-03-1737;13;39;27;141;32;17;52;63;384;568
00-1-17-03-1738;2;5;10;67;2;10;5;37;138;202
00-1-17-03-1739;4;13;17;77;26;12;62;56;267;340
00-1-17-03-1740;4;17;10;48;7;5;15;67;173;222
00-1-17-03-1741;0;9;11;26;10;1;14;10;81;128
00-1-18-01-1742;2;57;23;136;73;26;62;36;415;613
00-1-18-01-1743;2;48;21;130;61;46;61;30;399;613
00-1-18-01-1744;2;43;31;102;82;23;90;45;418;613
00-1-18-01-1745;1;51;18;141;74;27;66;36;414;613
00-1-18-01-1746;4;34;27;140;71;36;70;41;423;613
00-1-18-01-1747;1;42;22;129;68;40;65;44;411;613
00-1-18-01-1748;3;41;19;124;85;25;65;33;395;613
00-1-18-01-1749;2;41;26;111;76;32;64;41;393;613
00-1-18-01-1750;3;37;20;113;69;29;64;31;366;613
00-1-18-01-1751;4;42;20;106;84;24;53;39;372;613
00-1-18-01-1752;2;42;27;130;69;38;44;34;386;613
00-1-18-01-1753;0;46;23;130;69;31;58;42;399;613
00-1-18-01-1754;1;34;19;100;80;40;59;38;371;613
00-1-18-01-1755;2;55;23;95;69;44;58;36;382;613
00-1-18-01-1756;1;42;23;100;84;26;72;36;384;613
00-1-18-01-1757;0;38;19;108;86;38;74;41;404;613
00-1-18-01-1758;3;34;22;132;62;24;70;46;393;613
00-1-18-01-1759;3;54;33;106;66;27;71;28;388;613
00-1-18-01-1760;2;45;17;122;81;36;72;31;406;619
00-1-18-01-1761;2;66;26;126;83;22;58;28;411;554
00-1-18-01-1762;5;55;19;123;85;20;59;42;408;554
00-1-18-01-1763;2;53;23;103;74;28;61;40;384;554
00-1-18-01-1764;5;49;22;120;99;24;63;28;410;554
00-1-18-01-1765;2;46;12;129;86;30;55;35;395;554
00-1-18-01-1766;2;54;29;107;114;23;66;41;436;554
00-1-18-01-1767;3;56;22;124;102;27;46;33;413;557
00-1-18-01-1768;2;40;19;144;107;13;68;25;418;581
00-1-18-01-1769;5;40;22;137;125;20;53;30;432;581
00-1-18-01-1770;3;42;11;136;124;30;68;28;442;581
00-1-18-01-1771;5;46;17;128;113;28;59;21;417;581
00-1-18-01-1772;3;41;26;150;122;24;58;30;454;581
00-1-18-01-1773;0;48;17;134;132;27;56;29;443;581
00-1-18-01-1774;5;40;18;135;129;25;54;23;429;587
00-1-18-01-1775;2;46;17;135;78;23;56;31;388;562
00-1-18-01-1776;13;37;20;113;89;21;72;27;392;562
00-1-18-01-1777;3;29;15;152;94;14;50;29;386;562
00-1-18-01-1778;2;39;21;120;83;17;68;36;386;562
00-1-18-01-1779;2;42;13;123;100;26;50;26;382;562
00-1-18-01-1780;3;57;16;116;67;24;58;28;369;562
00-1-18-01-1781;1;47;24;121;94;20;67;34;408;562
00-1-18-01-1782;3;48;24;127;88;19;51;28;388;562
00-1-18-01-1783;2;35;15;105;80;23;64;37;361;567
00-1-18-01-1784;0;1;1;6;0;1;6;5;20;32
00-1-18-02-1785;2;32;25;107;86;42;45;50;389;580
00-1-18-02-1786;6;57;23;94;93;50;55;31;409;580
00-1-18-02-1787;2;47;22;86;102;35;51;45;390;580
00-1-18-02-1788;0;47;30;101;112;46;54;28;418;580
00-1-18-02-1789;3;48;27;105;84;31;49;43;390;580
00-1-18-02-1790;3;42;33;71;103;43;50;37;382;580
00-1-18-02-1791;1;49;19;73;101;45;71;34;393;580
00-1-18-02-1792;2;34;15;93;117;62;34;32;389;580
00-1-18-02-1793;1;39;24;95;94;24;76;35;388;580
00-1-18-02-1794;1;35;30;102;103;39;60;37;407;580
00-1-18-02-1795;2;49;26;97;91;35;47;39;386;580
00-1-18-02-1796;2;45;24;113;86;37;45;47;399;580
00-1-18-02-1797;1;32;32;104;93;45;54;33;394;580
00-1-18-02-1799;2;43;22;81;87;51;50;35;371;580
00-1-18-02-1800;1;47;27;111;98;33;48;19;384;580
00-1-18-02-1801;3;51;28;100;86;54;43;31;396;580
00-1-18-02-1802;4;44;32;121;107;29;52;30;419;596
00-1-18-03-1803;2;37;17;176;138;15;46;14;445;556
00-1-18-03-1804;0;36;20;168;128;16;47;25;440;556
00-1-18-03-1805;2;35;18;159;135;13;52;22;436;556
00-1-18-03-1806;2;36;12;149;139;12;54;23;427;556
00-1-18-03-1807;1;31;10;178;139;17;42;24;442;556
00-1-18-03-1808;3;38;14;155;124;19;51;20;424;556
00-1-18-03-1809;2;38;15;161;138;18;43;25;440;556
00-1-18-03-1810;4;45;13;137;130;14;61;26;430;556
00-1-18-03-1811;2;31;18;161;144;18;46;18;438;556
00-1-18-03-1812;3;51;16;158;127;19;46;29;449;562
00-1-18-04-1813;2;38;21;94;70;53;55;43;376;581
00-1-18-04-1814;3;30;24;96;62;40;53;50;358;581
00-1-18-04-1815;3;43;25;110;63;32;53;50;379;581
00-1-18-04-1816;1;27;28;92;50;54;58;32;342;581
00-1-18-04-1817;2;39;24;114;52;34;64;36;365;581
00-1-18-04-1818;5;39;33;100;55;39;46;27;344;581
00-1-18-04-1819;7;28;92;113;59;39;0;47;385;581
00-1-18-04-1820;3;36;35;109;60;46;52;37;378;584
00-1-18-04-1821;2;10;25;67;28;92;31;25;280;560
00-1-18-04-1822;3;21;26;54;29;68;28;32;261;560
00-1-18-04-1823;4;16;22;80;31;89;34;23;299;560
00-1-18-04-1824;5;17;25;75;31;64;33;31;281;560
00-1-18-04-1825;5;17;23;74;29;63;27;20;258;560
00-1-18-04-1826;4;14;25;85;36;80;38;24;306;560
00-1-18-04-1827;7;22;17;61;29;82;27;32;277;560
00-1-18-04-1828;8;18;19;73;35;61;36;35;285;560
00-1-18-04-1829;5;11;24;80;24;83;37;15;279;560
00-1-18-04-1830;7;13;19;75;27;79;22;39;281;560
00-1-18-04-1831;6;27;26;71;28;68;28;34;288;564
00-1-19-01-1832;3;43;27;67;28;36;110;36;350;582
00-1-19-01-1833;1;39;31;89;40;45;91;40;376;582
00-1-19-01-1834;1;43;22;79;21;35;109;37;347;582
00-1-19-01-1835;4;37;34;105;29;30;107;39;385;582
00-1-19-01-1836;2;44;28;77;25;37;92;37;342;582
00-1-19-01-1837;7;48;21;95;26;37;82;49;365;582
00-1-19-01-1838;0;30;22;84;27;45;106;49;363;582
00-1-19-01-1839;6;50;13;80;26;37;87;50;349;582
00-1-19-01-1840;8;45;27;71;27;40;89;37;344;582
00-1-19-01-1841;6;33;28;83;29;37;113;44;373;582
00-1-19-01-1842;4;33;22;100;25;39;87;59;369;582
00-1-19-01-1843;2;44;28;78;28;38;111;35;364;593
00-1-19-01-1844;8;17;19;97;7;22;54;36;260;419
00-1-19-01-1845;7;20;19;69;13;18;67;34;247;419
00-1-19-01-1846;2;17;25;82;12;17;46;27;228;420
00-1-19-01-1847;2;5;14;63;6;28;25;74;217;397
00-1-19-01-1848;6;8;7;21;8;79;30;64;223;364
00-1-19-01-1849;3;12;21;30;10;72;29;70;247;364
00-1-19-01-1850;2;30;25;76;22;45;88;30;318;480
00-1-19-01-1851;4;25;29;72;16;42;88;31;307;480
00-1-19-01-1852;3;35;28;57;18;29;78;37;285;480
00-1-19-01-1853;4;37;29;85;20;34;82;35;326;483
00-1-19-01-1854;3;12;15;76;10;15;25;57;213;323
00-1-19-01-1855;5;47;30;91;14;35;93;49;364;567
00-1-19-01-1856;3;32;40;88;22;45;83;42;355;567
00-1-19-01-1857;5;41;19;88;28;24;70;33;308;479
00-1-19-01-1858;7;39;22;106;17;29;75;25;320;479
00-1-19-01-1859;3;1;10;24;4;4;11;63;120;167
00-1-19-01-1860;7;17;9;24;8;10;26;31;132;211
00-1-19-01-1861;0;7;4;16;1;3;8;61;100;166
00-1-19-01-1862;3;17;20;68;16;53;60;36;273;509
00-1-19-01-1863;9;15;27;51;20;68;61;26;277;509
00-1-19-01-1864;5;16;19;52;21;64;54;40;271;510
00-1-19-01-1865;7;43;27;84;29;33;84;44;351;541
00-1-19-01-1866;8;23;30;68;24;49;95;39;336;541
00-1-19-01-1867;6;32;19;92;21;45;62;50;327;541
00-1-19-01-1868;3;39;26;66;11;43;79;44;311;529
00-1-19-01-1869;7;30;22;71;26;45;77;43;321;529
00-1-19-01-1870;7;29;22;75;26;36;81;41;317;529
00-1-19-01-1871;6;27;28;73;8;33;67;60;302;529
00-1-19-01-1872;8;29;31;82;11;55;69;29;314;529
00-1-19-01-1873;5;39;24;65;16;45;82;38;314;529
00-1-19-01-1874;6;33;26;68;17;59;82;31;322;530
00-1-19-01-1875;4;34;24;33;5;23;37;29;189;326
00-1-19-01-1876;1;22;24;42;7;27;48;21;192;326
00-1-19-01-1877;0;22;20;54;7;30;90;25;248;409
00-1-19-01-1878;6;18;17;71;7;29;82;17;247;410
00-1-19-01-1879;9;32;42;71;25;58;93;31;361;600
00-1-19-01-1880;9;34;26;68;24;76;96;46;379;600
00-1-19-01-1881;4;38;22;76;33;57;95;43;368;600
00-1-19-01-1882;6;41;20;59;28;77;95;49;375;588
00-1-19-01-1883;1;35;25;75;20;63;96;61;376;588
00-1-19-01-1884;6;18;37;96;4;53;62;29;305;544
00-1-19-01-1885;4;8;6;23;7;83;8;44;183;270
00-1-19-01-1886;2;30;36;70;11;72;76;53;350;573
00-1-19-01-1887;6;23;36;70;14;74;88;32;343;574
00-1-19-01-1888;7;18;11;68;11;66;34;34;249;392
00-1-19-01-1889;4;8;17;57;13;73;41;28;241;392
00-1-19-01-1890;4;18;20;35;11;88;42;27;245;532
00-1-19-01-1891;5;23;23;37;8;99;46;33;274;532
00-1-19-01-1892;10;17;19;31;6;91;42;28;244;532
00-1-19-01-1893;4;18;25;44;6;116;38;31;282;532
00-1-19-01-1894;4;12;23;46;7;123;41;25;281;534
00-1-19-01-1895;4;48;27;99;26;41;113;46;404;603
00-1-19-01-1896;0;45;32;85;28;39;90;45;364;603
00-1-19-01-1897;6;46;28;91;37;41;124;48;421;603
00-1-19-01-1898;3;49;28;123;30;41;83;45;402;603
00-1-19-01-1899;3;42;39;91;30;45;92;52;394;607
00-1-19-01-1900;6;34;22;84;24;28;130;42;370;590
00-1-19-01-1901;4;42;23;76;29;46;115;40;375;590
00-1-19-01-1903;4;42;43;92;29;43;80;56;389;560
00-1-19-01-1904;6;41;30;88;18;38;104;49;374;560
00-1-19-01-1905;7;48;31;84;30;47;83;50;380;560
00-1-19-01-1906;5;37;21;74;17;44;78;42;318;520
00-1-19-01-1907;4;29;24;84;24;39;74;39;317;520
00-1-19-01-1908;5;33;23;62;20;33;72;51;299;520
00-1-19-01-1909;8;39;23;81;19;41;90;36;337;520
00-1-19-01-1910;4;33;18;77;20;50;71;29;302;520
00-1-19-01-1911;5;39;30;74;19;42;80;39;328;521
00-1-19-01-1912;4;24;16;42;13;58;35;36;228;418
00-1-19-01-1913;5;26;15;56;11;53;30;34;230;418
00-1-19-02-1914;5;39;28;69;12;34;63;20;270;454
00-1-19-02-1915;4;37;28;65;10;27;83;37;291;454
00-1-19-02-1916;6;30;21;75;18;27;74;32;283;455
00-1-19-02-1917;8;50;33;98;16;28;119;39;391;616
00-1-19-02-1918;6;19;31;65;14;49;66;43;293;541
00-1-19-02-1919;9;32;30;61;19;48;50;53;302;541
00-1-19-02-1920;3;20;27;74;14;51;78;44;311;541
00-1-19-02-1921;3;18;46;64;6;26;61;22;246;364
00-1-19-02-1922;7;23;34;56;10;27;51;23;231;364
00-1-19-02-1923;1;3;5;63;1;1;26;11;111;147
00-1-19-02-1924;3;21;17;91;12;41;69;31;285;461
00-1-19-02-1925;5;24;22;63;12;25;51;32;234;418
00-1-19-03-1926;7;25;19;80;27;45;106;36;345;610
00-1-19-03-1927;4;48;30;74;28;58;104;32;378;610
00-1-19-03-1929;3;22;28;90;22;57;102;41;365;610
00-1-19-03-1930;0;20;16;83;28;46;125;40;358;610
00-1-19-03-1931;3;35;26;78;32;43;106;57;380;612
00-1-19-03-1932;7;29;15;68;7;50;24;59;259;409
00-1-19-03-1933;6;14;19;49;9;44;39;62;242;409
00-1-19-03-1934;6;22;21;60;8;71;77;30;295;503
00-1-19-03-1935;7;30;26;50;11;56;78;33;291;503
00-1-19-03-1936;3;14;30;54;13;63;64;49;290;503
00-1-19-03-1937;8;24;21;71;8;63;58;52;305;503
00-1-19-03-1938;7;28;24;60;16;71;62;46;314;505
00-1-19-03-1939;3;36;26;124;18;53;67;29;356;518
00-1-19-03-1940;11;16;23;113;11;84;44;77;379;611
00-1-19-03-1941;6;16;33;93;9;47;98;36;338;501
00-1-19-03-1942;8;25;24;93;14;53;98;29;344;502
00-1-19-03-1943;1;35;23;83;25;61;97;29;354;600
00-1-19-03-1944;8;39;24;73;27;52;99;40;362;600
00-1-19-03-1945;7;58;30;90;22;84;100;27;418;600
00-1-19-03-1946;4;44;24;88;22;47;108;30;367;600
00-1-19-03-1947;4;33;24;101;28;59;91;34;374;600
00-1-19-03-1948;5;40;30;74;18;61;95;40;363;574
00-1-19-03-1949;9;34;34;87;24;47;99;29;363;574
00-1-19-03-1950;4;46;33;91;17;51;84;36;362;558
00-1-19-03-1951;10;37;33;84;31;48;98;35;376;558
00-1-19-03-1952;4;39;13;83;27;57;77;41;341;558
00-1-19-03-1953;4;36;22;72;24;55;82;35;330;558
00-1-19-03-1954;5;36;31;69;26;67;88;40;362;558
00-1-19-03-1955;3;28;27;74;21;49;76;37;315;558
00-1-19-03-1956;2;28;23;64;26;77;77;32;329;600
00-1-19-03-1957;5;29;24;62;16;64;69;40;309;600
00-1-19-03-1958;7;29;25;77;19;90;69;33;349;600
00-1-19-03-1959;8;47;23;63;24;70;71;38;344;600
00-1-19-03-1960;4;39;24;68;18;79;60;43;335;600
00-1-19-03-1961;4;18;34;84;20;77;70;48;355;600
00-1-19-03-1962;4;23;32;79;15;68;68;38;327;571
00-1-19-03-1963;2;25;24;87;9;85;60;35;327;571
00-1-19-03-1964;6;0;21;171;2;35;4;27;266;714
00-1-19-03-1965;1;0;5;34;0;3;2;8;53;68
00-1-19-03-1966;10;13;29;43;10;83;53;38;279;538
00-1-19-03-1967;7;18;24;73;16;55;37;24;254;538
00-1-19-03-1968;13;17;25;56;12;91;39;32;285;538
00-1-19-03-1969;7;19;16;41;12;90;42;44;271;540
00-1-19-03-1970;1;32;30;98;22;51;89;41;364;600
00-1-19-03-1971;2;43;25;82;26;67;100;27;372;600
00-1-19-03-1972;8;40;32;69;23;75;97;44;388;600
00-1-19-03-1973;5;32;25;64;23;78;90;42;359;600
00-1-19-03-1974;10;36;26;57;32;47;85;30;323;561
00-1-19-03-1975;9;36;28;64;20;68;64;47;336;560
00-1-19-03-1976;4;34;26;62;20;46;115;38;345;595
00-1-19-03-1977;6;24;28;75;35;50;84;37;339;595
00-1-19-03-1978;2;1;16;73;1;5;1;3;102;209
00-1-19-04-1979;5;36;28;54;12;37;61;41;274;461
00-1-19-04-1980;3;28;47;44;18;47;55;45;287;461
00-1-19-04-1981;10;28;17;50;25;40;66;70;306;461
00-1-19-04-1982;3;15;18;88;7;7;79;19;236;340
00-1-19-04-1983;4;23;21;67;19;11;65;63;273;418
00-1-19-04-1984;2;18;26;107;11;17;50;46;277;419
00-1-19-04-1985;5;27;20;47;6;3;18;38;164;276
00-1-19-04-1986;5;21;4;59;5;19;23;14;150;229
00-1-19-04-1987;6;24;30;81;15;36;53;45;290;461
00-1-19-04-1988;7;14;20;95;10;45;45;32;268;461
00-1-19-04-1989;2;20;23;42;4;5;86;39;221;295
00-1-19-04-1990;5;12;19;58;13;12;34;19;172;245
00-1-19-04-1991;2;13;17;39;7;6;12;12;108;148
00-1-19-04-1992;0;7;9;14;1;3;1;29;64;102
00-1-19-04-1993;7;13;9;23;7;15;21;38;133;242
00-1-19-04-1994;2;9;20;54;15;9;22;19;150;250
00-1-19-05-1995;6;13;10;65;9;49;55;48;255;472
00-1-19-05-1996;4;9;15;47;6;47;77;49;254;472
00-1-19-05-1997;5;7;15;69;9;58;57;37;257;474
00-1-19-05-1998;4;11;26;99;7;36;69;90;342;601
00-1-19-05-1999;3;13;30;54;4;48;79;33;264;479
00-1-19-05-2000;8;16;13;77;6;36;73;18;247;470
00-1-19-05-2001;3;5;19;90;4;54;49;18;242;409
00-1-19-05-2002;3;4;11;73;6;61;45;24;227;410
00-1-19-05-2003;3;11;8;46;5;50;47;38;208;423
00-1-19-05-2004;4;12;20;45;3;63;41;34;222;423
00-1-19-05-2005;9;6;17;65;6;59;32;34;228;424
00-1-19-05-2006;3;6;13;45;3;40;32;38;180;362
00-1-19-05-2007;2;7;6;38;0;30;34;28;145;362
00-1-19-05-2008;4;7;10;43;0;59;32;52;207;401
00-1-19-05-2009;7;5;11;47;2;57;34;45;208;401
00-1-19-05-2010;1;3;8;47;5;10;12;33;119;238
00-1-19-06-2011;4;17;12;105;2;25;39;19;223;356
00-1-19-06-2012;5;14;14;85;3;39;35;19;214;356
00-1-19-06-2013;5;12;17;81;5;38;60;60;278;463
00-1-19-06-2014;7;10;19;75;11;34;65;64;285;463
00-1-19-06-2015;10;18;21;77;4;72;55;51;308;464
00-1-19-06-2016;5;5;28;101;11;69;59;38;316;564
00-1-19-06-2017;5;17;31;88;8;85;66;33;333;564
00-1-19-06-2018;14;17;14;94;10;27;33;42;251;397
00-1-19-06-2019;2;0;4;65;3;12;30;16;132;186
00-1-19-06-2020;0;7;15;41;8;8;17;28;124;175
00-1-19-06-2021;4;15;12;79;12;45;41;87;295;479
00-1-19-06-2022;4;24;21;86;17;92;51;19;314;470
00-1-19-06-2023;13;12;22;86;13;77;49;20;292;470
00-1-19-06-2024;3;6;9;27;1;16;24;42;128;206
00-1-19-06-2025;5;5;21;76;4;33;49;19;212;401
00-1-19-07-2026;6;13;18;64;4;40;77;37;259;488
00-1-19-07-2027;4;6;28;51;4;42;83;35;253;488
00-1-19-07-2028;4;9;15;58;7;54;69;35;251;490
00-1-19-07-2029;11;12;45;86;4;21;115;42;336;537
00-1-19-07-2030;3;11;23;24;3;25;44;25;158;303
00-1-19-07-2031;0;1;4;14;1;7;13;8;48;101
00-1-19-07-2032;2;5;16;40;2;25;57;14;161;264
00-1-19-07-2033;4;10;28;84;9;63;58;27;283;489
00-1-19-07-2034;6;19;36;77;7;42;56;28;271;489
00-1-19-07-2035;2;4;24;21;4;17;72;7;151;221
00-1-19-07-2036;4;1;8;71;2;20;26;19;151;263
00-1-19-07-2037;2;1;6;10;6;7;9;12;53;135
00-1-19-07-2038;0;3;12;60;3;13;14;8;113;206
00-1-19-08-2039;7;17;22;70;7;103;64;56;346;600
00-1-19-08-2040;10;7;22;68;5;96;52;49;309;600
00-1-19-08-2041;6;10;19;88;5;77;41;39;285;600
00-1-19-08-2042;7;7;23;85;4;80;47;34;287;595
00-1-19-08-2043;6;13;15;85;7;90;52;41;309;595
00-1-19-08-2044;9;24;38;41;10;34;46;54;256;500
00-1-19-08-2045;6;14;38;44;11;33;33;38;217;390
00-1-19-08-2046;10;15;26;64;14;21;39;43;232;391
00-1-19-08-2047;9;16;25;122;2;55;48;45;322;603
00-1-19-08-2048;9;25;26;121;10;53;51;37;332;603
00-1-19-08-2049;12;6;22;116;7;80;63;31;337;603
00-1-19-08-2050;9;12;20;65;15;50;49;27;247;433
00-1-19-08-2051;8;11;23;64;11;35;59;36;247;433
00-1-19-08-2052;10;18;25;81;12;53;58;43;300;601
00-1-19-08-2053;3;18;28;67;7;83;56;35;297;601
00-1-19-09-2054;11;22;33;88;19;31;113;49;366;615
00-1-19-09-2055;6;6;10;84;2;27;32;40;207;354
00-1-19-09-2056;7;10;14;37;8;23;48;36;183;337
00-1-19-09-2057;4;10;7;37;6;28;66;41;199;337
00-1-19-09-2058;0;0;3;7;0;1;7;16;34;82
00-1-19-09-2059;7;7;18;88;3;24;23;38;208;318
00-1-19-10-2060;3;15;30;100;6;21;34;47;256;469
00-1-19-10-2061;7;16;18;115;12;32;39;22;261;469
00-1-19-10-2062;2;4;19;86;1;12;25;20;169;292
00-1-19-10-2063;2;3;7;17;0;5;30;11;75;133
00-1-19-10-2064;3;2;3;26;2;8;7;29;80;138
00-1-19-10-2065;8;20;24;79;9;49;54;49;292;529
00-1-19-10-2066;4;4;24;57;3;23;21;16;152;262
00-1-19-10-2067;4;18;5;49;0;29;3;10;118;193
00-1-19-11-2068;8;20;24;98;16;55;71;50;342;534
00-1-19-11-2069;5;23;20;108;18;39;55;46;314;534
00-1-19-11-2070;7;14;28;101;9;49;60;28;296;535
00-1-19-11-2071;2;1;7;56;1;7;1;13;88;170
00-1-19-11-2072;4;7;22;60;9;23;11;38;174;274
00-1-19-11-2073;0;5;12;89;2;10;26;42;186;257
00-1-19-11-2074;1;9;20;21;8;6;14;30;109;173
00-1-19-11-2075;5;24;18;42;3;20;41;31;184;350
00-1-19-11-2076;3;6;9;61;4;6;20;20;129;184
00-1-19-11-2077;6;2;11;48;9;7;13;49;145;216
00-1-19-11-2078;11;14;29;137;25;31;50;46;343;547
00-1-19-11-2079;2;7;8;21;4;6;8;23;79;101
00-1-19-11-2080;0;3;2;5;0;2;9;6;27;39
00-1-19-12-2081;13;14;19;75;7;18;44;25;215;337
00-1-19-12-2082;4;9;20;39;6;23;14;13;128;228
00-1-19-12-2083;1;8;16;122;9;41;19;36;252;380
00-1-19-12-2084;3;35;16;73;3;20;19;3;172;324
00-1-19-12-2085;3;14;34;75;6;37;71;43;283;527
00-1-19-12-2086;1;8;28;81;6;24;103;40;291;528
00-1-20-01-2087;10;57;24;96;40;32;42;75;376;572
00-1-20-01-2088;3;40;16;148;27;29;36;50;349;572
00-1-20-01-2089;6;41;15;85;33;47;24;62;313;572
00-1-20-01-2090;4;50;27;121;25;21;30;78;356;572
00-1-20-01-2091;5;55;17;116;28;19;29;71;340;575
00-1-20-01-2092;6;33;28;103;22;18;46;45;301;520
00-1-20-02-2093;2;33;15;76;12;44;20;44;246;407
00-1-20-02-2094;3;21;23;97;5;38;16;55;258;408
00-1-20-02-2095;4;22;9;60;5;6;19;31;156;247
00-1-20-02-2096;3;4;2;28;1;16;1;11;66;152
00-1-20-03-2097;7;29;16;90;13;12;21;36;224;357
00-1-20-03-2098;6;33;13;91;9;20;23;20;215;357
00-1-20-03-2099;11;8;25;71;6;14;27;19;181;322
00-1-20-03-2100;1;7;10;59;15;6;14;52;164;261
00-1-20-03-2101;9;1;6;29;2;13;3;19;82;108
00-1-20-04-2102;4;25;14;142;11;10;36;35;277;440
00-1-20-04-2103;2;15;28;125;11;14;50;19;264;441
00-1-20-04-2105;2;14;3;69;2;9;10;9;118;161
00-1-20-05-2107;18;31;34;111;33;10;21;72;330;438
00-1-20-05-2108;7;29;41;108;21;17;20;75;318;439
00-1-20-05-2109;17;21;20;123;23;11;15;16;246;348
00-1-20-05-2110;2;8;15;61;8;7;4;12;117;159
00-1-20-05-2111;1;2;1;27;0;1;2;3;37;51
00-1-20-06-2112;7;39;29;166;37;26;60;37;401;568
00-1-20-06-2113;10;31;19;61;8;12;7;57;205;292
00-2-01-01-2114;1;42;15;111;55;25;97;40;386;578
00-2-01-01-2115;1;42;25;126;72;23;74;35;398;578
00-2-01-01-2116;2;26;14;138;81;22;80;35;398;578
00-2-01-01-2117;1;33;8;128;58;25;86;37;376;578
00-2-01-01-2118;3;31;14;146;70;27;58;41;390;578
00-2-01-01-2119;5;31;17;150;43;22;73;26;367;578
00-2-01-01-2120;8;25;14;118;86;27;79;36;393;578
00-2-01-01-2121;3;31;20;138;85;28;73;29;407;578
00-2-01-01-2122;0;38;22;117;67;28;72;41;385;578
00-2-01-01-2123;1;29;18;136;62;23;88;37;394;582
00-2-01-01-2124;1;39;21;103;65;52;76;30;387;592
00-2-01-01-2125;4;37;22;109;64;68;59;40;403;592
00-2-01-01-2126;2;31;25;96;58;43;63;50;368;592
00-2-01-01-2127;0;41;15;99;57;64;55;42;373;592
00-2-01-01-2128;5;32;20;95;58;50;88;31;379;592
00-2-01-01-2129;2;43;23;118;52;42;78;32;390;592
00-2-01-01-2130;3;45;20;107;61;37;71;40;384;592
00-2-01-01-2131;1;38;20;131;59;39;67;36;391;592
00-2-01-01-2132;2;48;18;106;68;50;78;52;422;592
00-2-01-01-2133;1;40;25;104;57;45;73;39;384;592
00-2-01-01-2134;2;52;15;99;55;39;90;49;401;592
00-2-01-01-2135;3;29;18;118;63;53;71;43;398;592
00-2-01-01-2136;4;44;23;107;63;46;77;40;404;592
00-2-01-01-2137;14;41;21;108;64;30;81;42;401;592
00-2-01-01-2138;6;42;26;118;80;29;57;45;403;592
00-2-01-01-2139;2;45;18;111;58;48;74;38;394;592
00-2-01-01-2140;0;51;18;121;67;32;74;31;394;592
00-2-01-01-2141;3;49;19;101;60;39;93;35;399;607
00-2-01-01-2142;4;31;31;90;63;41;94;36;390;601
00-2-01-01-2143;0;24;30;121;62;38;78;38;391;601
00-2-01-01-2144;3;49;28;85;42;57;76;36;376;601
00-2-01-01-2145;6;27;20;101;45;42;89;44;374;601
00-2-01-01-2146;5;32;28;78;56;54;76;34;363;601
00-2-01-01-2147;0;25;28;71;65;56;65;34;344;601
00-2-01-01-2148;2;20;25;80;44;48;96;39;354;601
00-2-01-01-2149;7;31;14;105;72;56;71;38;394;601
00-2-01-01-2150;2;24;22;99;66;60;67;23;363;601
00-2-01-01-2151;3;23;26;94;52;60;73;32;363;601
00-2-01-01-2152;0;31;25;88;63;46;67;43;363;601
00-2-01-01-2153;4;24;35;85;63;50;84;36;381;601
00-2-01-01-2154;4;37;24;104;75;53;75;29;401;601
00-2-01-01-2155;1;24;32;72;85;42;83;48;387;601
00-2-01-01-2156;6;23;34;70;87;61;82;27;390;601
00-2-01-01-2157;5;30;21;99;58;56;87;30;386;601
00-2-01-01-2158;2;30;34;88;64;62;76;30;386;604
00-2-01-01-2159;6;19;26;95;52;56;72;41;367;601
00-2-01-01-2160;7;28;23;85;47;64;57;36;347;601
00-2-01-01-2161;3;22;25;85;43;64;60;41;343;601
00-2-01-01-2162;1;20;28;82;49;55;60;36;331;601
00-2-01-01-2163;3;25;37;82;38;53;59;30;327;601
00-2-01-01-2164;6;29;27;99;31;51;49;35;327;601
00-2-01-01-2165;6;29;20;89;45;60;67;37;353;601
00-2-01-01-2166;5;29;22;88;39;62;64;29;338;603
00-2-01-01-2167;1;2;6;23;3;2;3;7;47;131
00-2-01-01-2168;2;28;22;92;47;36;59;41;327;482
00-2-01-01-2169;5;33;13;87;51;40;66;24;319;482
00-2-01-01-2170;2;24;21;97;47;34;57;39;321;482
00-2-01-01-2171;2;24;19;110;59;30;55;38;337;482
00-2-01-01-2172;2;20;23;121;52;32;63;29;342;472
00-2-01-01-2173;0;18;21;97;57;39;59;36;327;472
00-2-01-01-2174;3;27;27;101;55;35;49;31;328;472
00-2-01-01-2175;0;34;16;124;50;25;63;24;336;474
00-2-01-01-2176;2;32;21;104;56;43;90;36;384;585
00-2-01-01-2177;1;32;26;105;59;47;63;42;375;585
00-2-01-01-2178;4;21;15;93;63;49;72;39;356;585
00-2-01-01-2179;1;29;26;99;43;42;70;35;345;585
00-2-01-01-2180;1;26;28;120;44;45;72;28;364;585
00-2-01-01-2181;5;20;22;100;43;41;69;32;332;585
00-2-01-01-2182;2;19;28;113;64;44;65;29;364;585
00-2-01-01-2183;3;30;18;121;62;46;75;27;382;585
00-2-01-01-2184;3;37;25;110;74;40;72;28;389;585
00-2-01-01-2185;4;41;14;108;59;40;75;17;358;592
00-2-01-02-2186;1;31;24;85;50;75;69;38;373;615
00-2-01-02-2187;3;22;30;116;42;68;49;34;364;615
